ID_Prot;Organism
Q9SKC5;Arabidopsis
Q9SMN1;Arabidopsis
Q9SKC9;Arabidopsis
O49707;Arabidopsis
Q8L7F9;Arabidopsis
F4I4E1;Arabidopsis
F4K687;Arabidopsis
Q8L7U7;Arabidopsis
Q5XPK0;Arabidopsis
Q9ZQB9;Arabidopsis
Q1PE27;Arabidopsis
Q9FGU8;Arabidopsis
O80685;Arabidopsis
Q9C5L3;Arabidopsis
Q6DR13;Arabidopsis
O80683;Arabidopsis
Q9LG11;Arabidopsis
Q9LMG7;Arabidopsis
Q9LG15;Arabidopsis
Q8H1U5;Arabidopsis
Q4VP10;Arabidopsis
P34066;Arabidopsis
A5PHT0;Arabidopsis
Q9SQR4;Arabidopsis
Q8LRK9;Arabidopsis
Q9SQR2;Arabidopsis
Q9SN28;Arabidopsis
Q9SN27;Arabidopsis
Q9SN26;Arabidopsis
Q9SN21;Arabidopsis
Q9SN20;Arabidopsis
Q9SN23;Arabidopsis
Q9SN22;Arabidopsis
Q8H1U4;Arabidopsis
F4ICD9;Arabidopsis
Q9C6M9;Arabidopsis
Q680U9;Arabidopsis
Q38997;Arabidopsis
Q949M8;Arabidopsis
Q8LEU3;Arabidopsis
Q3E8I8;Arabidopsis
Q9ZUT9;Arabidopsis
Q9LES2;Arabidopsis
Q9C9X7;Arabidopsis
Q9FGW9;Arabidopsis
Q9LKU2;Arabidopsis
Q9SA94;Arabidopsis
Q7XZP5;Arabidopsis
Q9LKU8;Arabidopsis
Q9LUS9;Arabidopsis
Q3E9A4;Arabidopsis
P18616;Arabidopsis
Q9FGW5;Arabidopsis
Q9SA99;Arabidopsis
Q3E9A0;Arabidopsis
F4JVH1;Arabidopsis
Q9SCX8;Arabidopsis
Q9SCX9;Arabidopsis
Q8VYF4;Arabidopsis
Q8VYF5;Arabidopsis
Q17TI5;Arabidopsis
Q9SCX3;Arabidopsis
Q9FFY6;Arabidopsis
Q9SCX6;Arabidopsis
Q9SCX7;Arabidopsis
Q9SVH9;Arabidopsis
Q9SCX5;Arabidopsis
Q8L8A8;Arabidopsis
O22920;Arabidopsis
B3H5Q1;Arabidopsis
Q67ZU1;Arabidopsis
B3H5Q2;Arabidopsis
Q9LUS2;Arabidopsis
Q1JPN0;Arabidopsis
Q9XHZ8;Arabidopsis
Q9C958;Arabidopsis
Q8W493;Arabidopsis
Q9FF99;Arabidopsis
Q9FF98;Arabidopsis
Q9FL33;Arabidopsis
Q9XHZ3;Arabidopsis
O49289;Arabidopsis
Q9C950;Arabidopsis
O49453;Arabidopsis
Q9M8W7;Arabidopsis
Q9C955;Arabidopsis
Q9FF90;Arabidopsis
Q9FVW3;Arabidopsis
Q9SAR5;Arabidopsis
Q9FVW4;Arabidopsis
Q9SAR0;Arabidopsis
Q2V3E2;Arabidopsis
Q39140;Arabidopsis
O81153;Arabidopsis
P0DI74;Arabidopsis
P0DI75;Arabidopsis
Q43349;Arabidopsis
Q5GM68;Arabidopsis
Q39147;Arabidopsis
Q9M263;Arabidopsis
Q7FRS8;Arabidopsis
Q7XJS0;Arabidopsis
F4I4P3;Arabidopsis
Q38895;Arabidopsis
Q9CAU3;Arabidopsis
Q9CAU2;Arabidopsis
Q9CAU1;Arabidopsis
Q9CAU0;Arabidopsis
Q9CAU7;Arabidopsis
P93748;Arabidopsis
Q9CAU4;Arabidopsis
P93746;Arabidopsis
Q940D0;Arabidopsis
P93740;Arabidopsis
B5TYT3;Arabidopsis
Q8RWQ5;Arabidopsis
Q9LUW5;Arabidopsis
Q9LUW6;Arabidopsis
P0CG94;Arabidopsis
Q9LUW0;Arabidopsis
P36212;Arabidopsis
O22182;Arabidopsis
Q9LYN7;Arabidopsis
Q4PSR7;Arabidopsis
O22187;Arabidopsis
O22184;Arabidopsis
O64705;Arabidopsis
O64702;Arabidopsis
O64703;Arabidopsis
O64700;Arabidopsis
Q9LZM8;Arabidopsis
Q9SZG4;Arabidopsis
Q9SZG3;Arabidopsis
Q9SZG0;Arabidopsis
Q9SZG1;Arabidopsis
Q944Z5;Arabidopsis
Q9FJK3;Arabidopsis
Q9FND4;Arabidopsis
Q9FND6;Arabidopsis
Q9FND7;Arabidopsis
C0LGU7;Arabidopsis
O65252;Arabidopsis
C0LGU5;Arabidopsis
Q9LYN0;Arabidopsis
Q9FND8;Arabidopsis
Q9FND9;Arabidopsis
C0LGU1;Arabidopsis
C0LGU0;Arabidopsis
Q9LSE8;Arabidopsis
Q38896;Arabidopsis
Q8VXU6;Arabidopsis
Q9LDG2;Arabidopsis
Q9LSE1;Arabidopsis
Q9LSE2;Arabidopsis
Q9LSE4;Arabidopsis
Q9FNF8;Arabidopsis
Q9LSE7;Arabidopsis
Q9SJL7;Arabidopsis
Q9SJL6;Arabidopsis
Q9SJL2;Arabidopsis
Q9SJL0;Arabidopsis
Q9SGD2;Arabidopsis
Q3EAR7;Arabidopsis
Q9SGD1;Arabidopsis
Q9SGD6;Arabidopsis
Q3EAR3;Arabidopsis
Q9SJL9;Arabidopsis
Q9SJL8;Arabidopsis
O82179;Arabidopsis
O82178;Arabidopsis
Q93W66;Arabidopsis
O23053;Arabidopsis
O23052;Arabidopsis
O23051;Arabidopsis
O82171;Arabidopsis
O82170;Arabidopsis
Q8L6Z7;Arabidopsis
O82175;Arabidopsis
O82176;Arabidopsis
Q9FIB4;Arabidopsis
Q9FIB6;Arabidopsis
Q9FN93;Arabidopsis
Q9FN92;Arabidopsis
Q9FIB2;Arabidopsis
Q9ZUN1;Arabidopsis
Q9ZUN0;Arabidopsis
Q9ZUN3;Arabidopsis
Q39069;Arabidopsis
Q9ZUN4;Arabidopsis
F4IGL2;Arabidopsis
Q38890;Arabidopsis
Q67YF8;Arabidopsis
Q9FR37;Arabidopsis
Q9SQR5;Arabidopsis
B6ETT4;Arabidopsis
Q9SEL5;Arabidopsis
Q9LJN8;Arabidopsis
Q8L5T9;Arabidopsis
Q9LJN2;Arabidopsis
Q94KK5;Arabidopsis
O82210;Arabidopsis
O82213;Arabidopsis
Q941D6;Arabidopsis
F4J9A3;Arabidopsis
Q8GXZ3;Arabidopsis
Q9LQ47;Arabidopsis
Q9LT10;Arabidopsis
Q9LT17;Arabidopsis
Q9LT15;Arabidopsis
Q0WR59;Arabidopsis
Q9FHZ1;Arabidopsis
Q9FHZ2;Arabidopsis
Q9FHZ3;Arabidopsis
Q9LQ48;Arabidopsis
Q9LZQ9;Arabidopsis
Q67Y99;Arabidopsis
Q9SIZ4;Arabidopsis
Q4PSF4;Arabidopsis
Q8LG88;Arabidopsis
Q9SIZ0;Arabidopsis
Q9LZQ1;Arabidopsis
Q8LAA6;Arabidopsis
Q9FVQ0;Arabidopsis
Q9SIZ8;Arabidopsis
Q9SIZ9;Arabidopsis
F4HYD7;Arabidopsis
Q9M1C9;Arabidopsis
Q9SV09;Arabidopsis
Q9SV07;Arabidopsis
Q9SV05;Arabidopsis
Q9SV04;Arabidopsis
P21238;Arabidopsis
Q9SV02;Arabidopsis
Q9SV01;Arabidopsis
Q6STH5;Arabidopsis
Q9ZVD0;Arabidopsis
Q9ZVD2;Arabidopsis
Q9ZVD3;Arabidopsis
Q9ZVD5;Arabidopsis
Q8S927;Arabidopsis
Q9ZUU3;Arabidopsis
F4KG50;Arabidopsis
A8MS41;Arabidopsis
Q39160;Arabidopsis
Q8RXA7;Arabidopsis
F4K5K4;Arabidopsis
F4KBF3;Arabidopsis
F4K5K6;Arabidopsis
F4KBF5;Arabidopsis
O65036;Arabidopsis
P22954;Arabidopsis
P29380;Arabidopsis
Q8L557;Arabidopsis
Q9FUG4;Arabidopsis
Q8VYD3;Arabidopsis
Q3E7K7;Arabidopsis
P29381;Arabidopsis
O22704;Arabidopsis
F4ILY9;Arabidopsis
A2RVM0;Arabidopsis
Q9MAT2;Arabidopsis
Q9LNB9;Arabidopsis
Q9MAT0;Arabidopsis
O22255;Arabidopsis
Q9MAT6;Arabidopsis
Q9MAT5;Arabidopsis
Q9LNB6;Arabidopsis
Q84J62;Arabidopsis
O04204;Arabidopsis
O04200;Arabidopsis
O04203;Arabidopsis
O04202;Arabidopsis
Q8L9Y3;Arabidopsis
Q7XA86;Arabidopsis
F4IVV0;Arabidopsis
Q9XI60;Arabidopsis
Q9XGM1;Arabidopsis
Q9XGM2;Arabidopsis
Q9XGM3;Arabidopsis
Q9XGM8;Arabidopsis
Q8S8C7;Arabidopsis
Q8S8C6;Arabidopsis
F4JCC1;Arabidopsis
Q9LXK7;Arabidopsis
Q9LXK1;Arabidopsis
Q9M0B8;Arabidopsis
Q9LE20;Arabidopsis
Q9M0B7;Arabidopsis
Q9M0B6;Arabidopsis
Q9XII1;Arabidopsis
Q9ZNT0;Arabidopsis
Q9ZNT1;Arabidopsis
Q9ZNT3;Arabidopsis
Q3E7K4;Arabidopsis
Q9ZNT7;Arabidopsis
Q9C7K0;Arabidopsis
Q96276;Arabidopsis
Q96270;Arabidopsis
Q96273;Arabidopsis
Q1PEF6;Arabidopsis
Q67XQ0;Arabidopsis
O22967;Arabidopsis
Q9LVS9;Arabidopsis
Q38841;Arabidopsis
A8MRC7;Arabidopsis
Q9LVS3;Arabidopsis
Q9SU64;Arabidopsis
Q9LMX7;Arabidopsis
Q9LVS0;Arabidopsis
Q9S714;Arabidopsis
Q3E7D0;Arabidopsis
Q3E7D1;Arabidopsis
Q9S713;Arabidopsis
Q9M056;Arabidopsis
Q8GYW8;Arabidopsis
Q8GYW9;Arabidopsis
Q9M052;Arabidopsis
Q9S7I8;Arabidopsis
Q7Y1W1;Arabidopsis
Q6XBF8;Arabidopsis
Q9S845;Arabidopsis
Q9S847;Arabidopsis
Q9S841;Arabidopsis
Q9S840;Arabidopsis
Q8H1Q8;Arabidopsis
Q9SXD9;Arabidopsis
Q9SXD8;Arabidopsis
Q9SXD5;Arabidopsis
Q8H1Q2;Arabidopsis
Q8H1Q1;Arabidopsis
Q9SXD1;Arabidopsis
Q8H1Q5;Arabidopsis
Q9M2Z2;Arabidopsis
O05000;Arabidopsis
O49203;Arabidopsis
Q9LYK6;Arabidopsis
Q9LYK7;Arabidopsis
Q9LUU4;Arabidopsis
Q9LYK2;Arabidopsis
Q75W54;Arabidopsis
Q06BH3;Arabidopsis
Q9LYK8;Arabidopsis
Q9LYK9;Arabidopsis
Q9S7I0;Arabidopsis
Q3EAI1;Arabidopsis
Q8LEE9;Arabidopsis
Q8LEE8;Arabidopsis
Q8LEE7;Arabidopsis
Q9S7I2;Arabidopsis
F4JXF9;Arabidopsis
O48915;Arabidopsis
O48917;Arabidopsis
O48916;Arabidopsis
Q9SHY2;Arabidopsis
F4I532;Arabidopsis
Q71DJ5;Arabidopsis
Q9SHY1;Arabidopsis
Q9SHY6;Arabidopsis
Q9LRL0;Arabidopsis
F4HVM3;Arabidopsis
Q9C7C4;Arabidopsis
Q9C7C3;Arabidopsis
Q9C7C1;Arabidopsis
Q9FKC8;Arabidopsis
Q93ZH9;Arabidopsis
Q9FE98;Arabidopsis
Q9FKC0;Arabidopsis
Q93ZH2;Arabidopsis
Q93ZH1;Arabidopsis
Q93ZH0;Arabidopsis
Q9FKC5;Arabidopsis
Q9FKC6;Arabidopsis
Q9LXI7;Arabidopsis
P46077;Arabidopsis
Q8GW57;Arabidopsis
P42750;Arabidopsis
P42751;Arabidopsis
P42752;Arabidopsis
O65621;Arabidopsis
P93008;Arabidopsis
P93009;Arabidopsis
P93006;Arabidopsis
P93007;Arabidopsis
O65628;Arabidopsis
P93005;Arabidopsis
P93002;Arabidopsis
P93003;Arabidopsis
P93000;Arabidopsis
Q9FM94;Arabidopsis
Q9FM96;Arabidopsis
Q9FM90;Arabidopsis
Q9FM91;Arabidopsis
Q9FM92;Arabidopsis
Q9FM93;Arabidopsis
Q9C6I2;Arabidopsis
Q9FM99;Arabidopsis
F4IKM1;Arabidopsis
Q0WN69;Arabidopsis
Q8LF21;Arabidopsis
Q8W575;Arabidopsis
Q9ASY9;Arabidopsis
Q9ASY8;Arabidopsis
Q0WN60;Arabidopsis
Q9LVG4;Arabidopsis
Q9LQF2;Arabidopsis
Q9LQF0;Arabidopsis
Q7Y214;Arabidopsis
Q8VY63;Arabidopsis
Q8VY64;Arabidopsis
Q7Y211;Arabidopsis
Q3ED65;Arabidopsis
O64399;Arabidopsis
Q8VY69;Arabidopsis
Q3ED68;Arabidopsis
Q7Y219;Arabidopsis
Q9SSQ4;Arabidopsis
Q8L8Z1;Arabidopsis
P27323;Arabidopsis
Q9ZV27;Arabidopsis
Q9ZV24;Arabidopsis
Q9C6K9;Arabidopsis
Q9ZV28;Arabidopsis
Q9C6K5;Arabidopsis
Q9LXI4;Arabidopsis
Q8W4I7;Arabidopsis
Q8W4I6;Arabidopsis
Q8W4I5;Arabidopsis
Q9FLC8;Arabidopsis
Q9C9E3;Arabidopsis
F4IDQ5;Arabidopsis
F4IDQ6;Arabidopsis
O48646;Arabidopsis
Q9FLC6;Arabidopsis
Q8W4I9;Arabidopsis
P92974;Arabidopsis
Q8RX78;Arabidopsis
P92976;Arabidopsis
P46690;Arabidopsis
P92973;Arabidopsis
Q9M3C6;Arabidopsis
Q8RX72;Arabidopsis
Q8RX73;Arabidopsis
Q8RX71;Arabidopsis
P92979;Arabidopsis
P92978;Arabidopsis
O04834;Arabidopsis
Q9SVS0;Arabidopsis
Q9SVS1;Arabidopsis
Q8LAH7;Arabidopsis
O22043;Arabidopsis
O22042;Arabidopsis
Q9SVS8;Arabidopsis
Q0WL56;Arabidopsis
Q8L9P8;Arabidopsis
Q6TPH1;Arabidopsis
Q1EC69;Arabidopsis
Q1EC66;Arabidopsis
Q9M4T3;Arabidopsis
Q9FFR9;Arabidopsis
Q9FFR6;Arabidopsis
Q9FFR7;Arabidopsis
Q9FFR3;Arabidopsis
Q9LXT9;Arabidopsis
Q9LXT4;Arabidopsis
B3H7G2;Arabidopsis
Q9C6I7;Arabidopsis
Q9LXT3;Arabidopsis
Q94B60;Arabidopsis
Q9SZ77;Arabidopsis
Q9SZ74;Arabidopsis
Q9SZ75;Arabidopsis
O65355;Arabidopsis
Q94B65;Arabidopsis
Q9SZ70;Arabidopsis
Q9SWI1;Arabidopsis
F4I4K7;Arabidopsis
F4I4K5;Arabidopsis
Q9LDS6;Arabidopsis
Q9LV04;Arabidopsis
Q9LRL8;Arabidopsis
B9DHT4;Arabidopsis
Q9LV01;Arabidopsis
O04292;Arabidopsis
Q9LV09;Arabidopsis
Q9M2C0;Arabidopsis
F4J1H7;Arabidopsis
Q9M2C3;Arabidopsis
Q9M2C4;Arabidopsis
P82805;Arabidopsis
Q9LUJ8;Arabidopsis
Q9LUJ7;Arabidopsis
Q9M2C9;Arabidopsis
Q9LUJ5;Arabidopsis
Q9LUJ4;Arabidopsis
Q9LUJ3;Arabidopsis
Q9LUJ2;Arabidopsis
Q9LUJ1;Arabidopsis
Q9LUJ0;Arabidopsis
Q56XV8;Arabidopsis
Q9FHY8;Arabidopsis
Q3ECU1;Arabidopsis
Q3ECU8;Arabidopsis
Q9SUS9;Arabidopsis
Q00958;Arabidopsis
Q9MA15;Arabidopsis
Q9SUS0;Arabidopsis
Q9SUS3;Arabidopsis
Q9SZY3;Arabidopsis
Q9SUS5;Arabidopsis
Q9SD76;Arabidopsis
Q9SLE4;Arabidopsis
Q9LTZ0;Arabidopsis
Q93Z00;Arabidopsis
Q93Z04;Arabidopsis
P60039;Arabidopsis
Q93Z08;Arabidopsis
Q42572;Arabidopsis
Q42577;Arabidopsis
Q42575;Arabidopsis
O49660;Arabidopsis
Q42578;Arabidopsis
Q8GRX1;Arabidopsis
Q9SJ74;Arabidopsis
Q9SJ73;Arabidopsis
Q9S7C9;Arabidopsis
Q9SJ78;Arabidopsis
Q9S7C0;Arabidopsis
F4IXW2;Arabidopsis
Q0WW21;Arabidopsis
Q494P0;Arabidopsis
P25858;Arabidopsis
Q9SYZ9;Arabidopsis
O22807;Arabidopsis
O80449;Arabidopsis
O80448;Arabidopsis
O80339;Arabidopsis
O80338;Arabidopsis
F4IJV4;Arabidopsis
O80443;Arabidopsis
P0CB23;Arabidopsis
O80337;Arabidopsis
O80446;Arabidopsis
O50039;Arabidopsis
P0CB22;Arabidopsis
Q0WRB0;Arabidopsis
Q8LGA5;Arabidopsis
P0CB21;Arabidopsis
Q9LY56;Arabidopsis
Q56YP2;Arabidopsis
Q9LY50;Arabidopsis
Q9LY51;Arabidopsis
Q8L7W2;Arabidopsis
Q8L7W1;Arabidopsis
Q8L7W0;Arabidopsis
Q8L7W7;Arabidopsis
O82798;Arabidopsis
Q8L7W5;Arabidopsis
O82794;Arabidopsis
O82796;Arabidopsis
Q9SBJ6;Arabidopsis
O82793;Arabidopsis
Q42406;Arabidopsis
Q9XIN1;Arabidopsis
Q9M9Q4;Arabidopsis
Q9M9Q6;Arabidopsis
Q3E922;Arabidopsis
Q42403;Arabidopsis
Q9M9Q9;Arabidopsis
Q9SYF0;Arabidopsis
Q6NLQ6;Arabidopsis
Q8VYS0;Arabidopsis
Q9LDY2;Arabidopsis
Q9LMI7;Arabidopsis
Q9LMI4;Arabidopsis
Q9LMI3;Arabidopsis
Q9SN09;Arabidopsis
Q9FHE9;Arabidopsis
Q9M9W3;Arabidopsis
Q8VYS5;Arabidopsis
Q9FHE8;Arabidopsis
P60112;Arabidopsis
Q9C6F5;Arabidopsis
Q6NLQ7;Arabidopsis
Q9C512;Arabidopsis
Q9C510;Arabidopsis
Q9C517;Arabidopsis
Q9C516;Arabidopsis
P46416;Arabidopsis
Q9C514;Arabidopsis
P94111;Arabidopsis
Q9C519;Arabidopsis
Q9C518;Arabidopsis
O64641;Arabidopsis
O22869;Arabidopsis
Q9FGQ2;Arabidopsis
Q9FGQ3;Arabidopsis
O64640;Arabidopsis
Q9FGQ6;Arabidopsis
Q9FGQ7;Arabidopsis
Q9SS60;Arabidopsis
O64647;Arabidopsis
F4KBY0;Arabidopsis
Q9SCZ0;Arabidopsis
O64645;Arabidopsis
Q67Y93;Arabidopsis
O81312;Arabidopsis
Q8GUM5;Arabidopsis
Q8GUM2;Arabidopsis
Q8GUM3;Arabidopsis
O81316;Arabidopsis
Q8RWR1;Arabidopsis
O81765;Arabidopsis
Q9SVN5;Arabidopsis
Q9LIR9;Arabidopsis
Q8GZ43;Arabidopsis
Q8W4J9;Arabidopsis
F4JVN6;Arabidopsis
Q38870;Arabidopsis
Q9C5J3;Arabidopsis
Q9C5J6;Arabidopsis
F4IZC5;Arabidopsis
Q9C5J4;Arabidopsis
Q9FJ30;Arabidopsis
F4HR11;Arabidopsis
Q9C5J8;Arabidopsis
Q9C5J9;Arabidopsis
Q39123;Arabidopsis
Q9LIR8;Arabidopsis
Q9FGS0;Arabidopsis
Q39127;Arabidopsis
Q8W4J2;Arabidopsis
Q39128;Arabidopsis
Q39129;Arabidopsis
F4JIK2;Arabidopsis
O49434;Arabidopsis
Q8W4J3;Arabidopsis
Q9MAI5;Arabidopsis
O22213;Arabidopsis
O22210;Arabidopsis
O22216;Arabidopsis
O22218;Arabidopsis
Q9FVU0;Arabidopsis
Q9FVU4;Arabidopsis
Q9LY62;Arabidopsis
Q940Z5;Arabidopsis
Q940Z2;Arabidopsis
Q9STP8;Arabidopsis
Q940Z1;Arabidopsis
Q01525;Arabidopsis
Q38876;Arabidopsis
Q3EBR4;Arabidopsis
Q9STP2;Arabidopsis
P48007;Arabidopsis
Q1PDP9;Arabidopsis
Q84WD3;Arabidopsis
F4HPR5;Arabidopsis
Q9SG10;Arabidopsis
Q6NLQ8;Arabidopsis
Q9SG12;Arabidopsis
O64728;Arabidopsis
F4I1L3;Arabidopsis
Q8LPI0;Arabidopsis
Q0WPX7;Arabidopsis
Q6A329;Arabidopsis
Q8LPI7;Arabidopsis
O64722;Arabidopsis
Q8LPI9;Arabidopsis
O80980;Arabidopsis
F4JPP0;Arabidopsis
B3LF48;Arabidopsis
Q7X9I4;Arabidopsis
Q9SZE1;Arabidopsis
Q9SZE2;Arabidopsis
O23076;Arabidopsis
Q9SZE4;Arabidopsis
Q9SX48;Arabidopsis
P42697;Arabidopsis
Q38874;Arabidopsis
P42699;Arabidopsis
P42698;Arabidopsis
Q9ZRF9;Arabidopsis
Q9SX41;Arabidopsis
Q9ATY5;Arabidopsis
Q9M8U4;Arabidopsis
Q84R21;Arabidopsis
Q9M8U1;Arabidopsis
Q9FNJ8;Arabidopsis
Q9FNJ9;Arabidopsis
C0LGS3;Arabidopsis
Q9FNJ5;Arabidopsis
Q9FNJ1;Arabidopsis
A4IJ27;Arabidopsis
Q8GXW5;Arabidopsis
Q9LDE4;Arabidopsis
Q8GXW1;Arabidopsis
Q9LDE2;Arabidopsis
Q9LDE1;Arabidopsis
Q9SJJ3;Arabidopsis
Q9SJJ5;Arabidopsis
Q9SJJ7;Arabidopsis
Q9SSR4;Arabidopsis
Q9SSR6;Arabidopsis
Q9SSR7;Arabidopsis
F4JRJ6;Arabidopsis
Q43284;Arabidopsis
Q1H595;Arabidopsis
Q9ZUL3;Arabidopsis
Q9ZUL7;Arabidopsis
O23034;Arabidopsis
Q93W88;Arabidopsis
O80946;Arabidopsis
O23038;Arabidopsis
O80944;Arabidopsis
Q9ZUL8;Arabidopsis
O80942;Arabidopsis
O80940;Arabidopsis
Q9LS86;Arabidopsis
Q9LS88;Arabidopsis
Q9LJH5;Arabidopsis
Q9LNC2;Arabidopsis
Q9FW44;Arabidopsis
Q9LJH8;Arabidopsis
Q5BQ04;Arabidopsis
Q9LU47;Arabidopsis
Q9SYM2;Arabidopsis
Q9SYM1;Arabidopsis
Q9SYM0;Arabidopsis
Q6AWV1;Arabidopsis
Q9SS04;Arabidopsis
Q9SYM5;Arabidopsis
Q9SYM4;Arabidopsis
Q3E7I5;Arabidopsis
Q9SYM9;Arabidopsis
Q9SH41;Arabidopsis
Q9SH40;Arabidopsis
Q9SH43;Arabidopsis
Q9SH42;Arabidopsis
O48848;Arabidopsis
F4IUX6;Arabidopsis
O82230;Arabidopsis
Q9LSC2;Arabidopsis
P82636;Arabidopsis
P82635;Arabidopsis
Q93ZS9;Arabidopsis
P82633;Arabidopsis
P82632;Arabidopsis
P82631;Arabidopsis
Q9LQ68;Arabidopsis
Q9LQ65;Arabidopsis
Q93ZS1;Arabidopsis
Q93ZS4;Arabidopsis
P82638;Arabidopsis
Q9SIX0;Arabidopsis
Q9SIX1;Arabidopsis
Q66GP9;Arabidopsis
O49711;Arabidopsis
Q66GP0;Arabidopsis
Q66GP4;Arabidopsis
Q9SV68;Arabidopsis
Q02166;Arabidopsis
Q94FL9;Arabidopsis
Q9ZVB5;Arabidopsis
Q9SV61;Arabidopsis
Q9SV60;Arabidopsis
Q9ZVB9;Arabidopsis
Q94FL6;Arabidopsis
Q9SV64;Arabidopsis
Q94FL5;Arabidopsis
Q9LH50;Arabidopsis
Q9FH13;Arabidopsis
Q9FJN9;Arabidopsis
Q9LRW7;Arabidopsis
Q9FJN7;Arabidopsis
Q9FH18;Arabidopsis
Q93ZD7;Arabidopsis
Q9XFS9;Arabidopsis
Q9SHQ8;Arabidopsis
Q9FE59;Arabidopsis
Q8RXG3;Arabidopsis
Q9M1N8;Arabidopsis
Q9FK76;Arabidopsis
Q06429;Arabidopsis
Q7FGZ2;Arabidopsis
Q944B0;Arabidopsis
F4HSD4;Arabidopsis
Q8L539;Arabidopsis
Q0WUC5;Arabidopsis
Q93VQ9;Arabidopsis
Q9LPC5;Arabidopsis
Q9LPC4;Arabidopsis
Q9LPC7;Arabidopsis
Q9LPC6;Arabidopsis
Q9LPC1;Arabidopsis
Q9LPC3;Arabidopsis
Q93YS4;Arabidopsis
Q93YS6;Arabidopsis
F4I6M4;Arabidopsis
Q93YS2;Arabidopsis
Q9LZS3;Arabidopsis
Q9CAN1;Arabidopsis
Q9LZS7;Arabidopsis
Q9LZS6;Arabidopsis
Q84Y18;Arabidopsis
Q9LEA7;Arabidopsis
Q9LZS9;Arabidopsis
Q9LZS8;Arabidopsis
Q9LEA3;Arabidopsis
Q9SFH9;Arabidopsis
A9QM73;Arabidopsis
Q9FMA6;Arabidopsis
Q9SYI3;Arabidopsis
Q94GB1;Arabidopsis
Q94HV7;Arabidopsis
F4HRC1;Arabidopsis
Q8S8A0;Arabidopsis
Q9SCP6;Arabidopsis
O81902;Arabidopsis
P0DKI4;Arabidopsis
Q9FK51;Arabidopsis
Q6NPM8;Arabidopsis
Q6NPM5;Arabidopsis
Q9LK65;Arabidopsis
Q8GUK4;Arabidopsis
Q9LE42;Arabidopsis
Q9LK61;Arabidopsis
Q9LXI8;Arabidopsis
Q9XIK0;Arabidopsis
Q9XIK3;Arabidopsis
Q9XIK4;Arabidopsis
Q9XIK5;Arabidopsis
Q9XIK6;Arabidopsis
Q9SRM0;Arabidopsis
Q9SSA1;Arabidopsis
Q5BIV3;Arabidopsis
Q8GUK7;Arabidopsis
Q9SRM4;Arabidopsis
Q9SRM5;Arabidopsis
Q9SRM9;Arabidopsis
Q9ZNR0;Arabidopsis
Q9ZNR6;Arabidopsis
Q9LQR0;Arabidopsis
Q8GUK1;Arabidopsis
P54150;Arabidopsis
O80786;Arabidopsis
Q9C757;Arabidopsis
F4HPY8;Arabidopsis
P57751;Arabidopsis
Q9LVU8;Arabidopsis
Q9FHX5;Arabidopsis
Q8RY59;Arabidopsis
Q9LVU1;Arabidopsis
Q9LVU3;Arabidopsis
F4JK59;Arabidopsis
Q6SZ87;Arabidopsis
O23614;Arabidopsis
Q9LF04;Arabidopsis
Q84J46;Arabidopsis
Q9LND0;Arabidopsis
Q9LND1;Arabidopsis
Q9LIP5;Arabidopsis
Q9LIP4;Arabidopsis
Q9LND4;Arabidopsis
Q9LIP6;Arabidopsis
Q9S736;Arabidopsis
Q9S735;Arabidopsis
Q9LND9;Arabidopsis
Q9S733;Arabidopsis
Q8GYY0;Arabidopsis
Q8GYY1;Arabidopsis
F4HXY7;Arabidopsis
F4HPA7;Arabidopsis
Q9C9U0;Arabidopsis
Q9LNJ4;Arabidopsis
Q9C701;Arabidopsis
Q8VZI7;Arabidopsis
Q9LTG5;Arabidopsis
Q9LTG0;Arabidopsis
Q5Q0H2;Arabidopsis
Q9SFD5;Arabidopsis
Q64J17;Arabidopsis
Q0WMV8;Arabidopsis
Q9LYE3;Arabidopsis
P48486;Arabidopsis
Q8RV79;Arabidopsis
P48484;Arabidopsis
Q9SF57;Arabidopsis
Q96253;Arabidopsis
P48483;Arabidopsis
Q96251;Arabidopsis
Q9SB79;Arabidopsis
O81782;Arabidopsis
Q9SB75;Arabidopsis
O81787;Arabidopsis
Q84RD1;Arabidopsis
Q84RD0;Arabidopsis
Q9ZWA6;Arabidopsis
Q9LZW4;Arabidopsis
Q9ZWA2;Arabidopsis
Q9ZWA1;Arabidopsis
Q1G391;Arabidopsis
Q9SF53;Arabidopsis
Q8L4M6;Arabidopsis
Q9ZWA8;Arabidopsis
Q9ZWA9;Arabidopsis
Q93WJ8;Arabidopsis
Q93WJ9;Arabidopsis
Q38830;Arabidopsis
Q9FKE6;Arabidopsis
Q9FKE7;Arabidopsis
Q9ZPY0;Arabidopsis
Q9FKE9;Arabidopsis
O80365;Arabidopsis
Q9C7E7;Arabidopsis
O64770;Arabidopsis
Q8GW32;Arabidopsis
Q8GX86;Arabidopsis
Q8GW31;Arabidopsis
Q3E6X9;Arabidopsis
Q8GW38;Arabidopsis
Q8L5Z1;Arabidopsis
O80834;Arabidopsis
Q9SV21;Arabidopsis
Q9SV20;Arabidopsis
P93028;Arabidopsis
P42738;Arabidopsis
O65359;Arabidopsis
P42732;Arabidopsis
P42733;Arabidopsis
P42730;Arabidopsis
O65607;Arabidopsis
P42736;Arabidopsis
P42737;Arabidopsis
P93026;Arabidopsis
P42735;Arabidopsis
Q9M9X9;Arabidopsis
