ID_Prot;Organism
Q969M7;Homo
Q8TC27;Homo
Q969M1;Homo
Q969M2;Homo
Q969M3;Homo
P02787;Homo
Q8TAF3;Homo
O60447;Homo
Q8TAF7;Homo
O60443;Homo
Q8TAF5;Homo
Q2PZI1;Homo
Q9P2K3;Homo
Q8TAF8;Homo
O60449;Homo
O43567;Homo
Q9P2K2;Homo
O14498;Homo
P07237;Homo
P39880;Homo
Q9NZM6;Homo
O14490;Homo
O14493;Homo
O14492;Homo
O14495;Homo
O14494;Homo
O14497;Homo
Q9UKT8;Homo
Q9UKT9;Homo
Q6ZUB0;Homo
Q9NZM4;Homo
P09067;Homo
P30279;Homo
O95922;Homo
Q9NZM3;Homo
Q8N1B3;Homo
Q9UKT4;Homo
Q9UKT5;Homo
Q9H1I8;Homo
Q9UKT7;Homo
Q5VVH5;Homo
Q8NFW5;Homo
P35372;Homo
Q8WYH8;Homo
Q86TI0;Homo
F2Z3F1;Homo
Q86TI2;Homo
P0C862;Homo
Q86TI4;Homo
Q5SQS8;Homo
P0C866;Homo
A0A5B9;Homo
Q9NRR8;Homo
E7ETH6;Homo
Q562F6;Homo
Q64ET8;Homo
Q9NRR2;Homo
Q9NRR3;Homo
P23083;Homo
Q9NRR1;Homo
Q9NRR6;Homo
Q0VDD8;Homo
Q9NRR5;Homo
P28370;Homo
A6NNZ2;Homo
Q96DM3;Homo
A0A075B6P5;Homo
P39086;Homo
P32971;Homo
P32970;Homo
Q5JTW2;Homo
Q92543;Homo
Q92542;Homo
P43632;Homo
Q92540;Homo
Q92547;Homo
Q92546;Homo
Q92545;Homo
Q92544;Homo
P0DN84;Homo
P0DN86;Homo
P0DN87;Homo
P0DN80;Homo
P0DN81;Homo
P0DN82;Homo
P0C1S8;Homo
P30825;Homo
Q5T7M4;Homo
E9PI22;Homo
O75832;Homo
Q5T7M9;Homo
P48553;Homo
Q05940;Homo
A1L390;Homo
Q9H4Z3;Homo
P12544;Homo
Q00839;Homo
H3BUK9;Homo
Q8N5G0;Homo
P05412;Homo
A0A1B0GU29;Homo
Q96EB6;Homo
Q5T0Z8;Homo
P62330;Homo
Q96FE5;Homo
Q9HAV0;Homo
Q9HAV7;Homo
Q9HAV5;Homo
Q9HAV4;Homo
Q8N808;Homo
A6NCI8;Homo
P22557;Homo
Q96SB8;Homo
A6NCI5;Homo
A6NCI4;Homo
Q6PJF5;Homo
Q96SB4;Homo
Q96SB3;Homo
Q8N806;Homo
Q6A163;Homo
Q6A162;Homo
Q9H270;Homo
Q8NGH5;Homo
Q14457;Homo
Q8WU10;Homo
Q5VZV1;Homo
Q8WU17;Homo
Q5VZV4;Homo
P14652;Homo
P14653;Homo
P14651;Homo
Q8TEB7;Homo
Q15262;Homo
Q9Y3Q8;Homo
Q9Y3Q7;Homo
Q8NEU8;Homo
P56705;Homo
Q9Y3Q4;Homo
Q9Y3Q3;Homo
O75096;Homo
Q9Y3Q0;Homo
Q659C4;Homo
O95167;Homo
P62683;Homo
Q76L83;Homo
Q8N9T8;Homo
P14778;Homo
Q9H869;Homo
Q8N9T2;Homo
Q7Z2F6;Homo
Q5UE93;Homo
P09758;Homo
Q8N119;Homo
Q8N118;Homo
Q86WI0;Homo
A5PLL7;Homo
Q8N111;Homo
Q8N612;Homo
Q8N112;Homo
Q8N114;Homo
Q6PI97;Homo
Q9H5X1;Homo
Q9H583;Homo
Q9H1D0;Homo
Q6ZSV7;Homo
O95544;Homo
H7C350;Homo
Q8ND56;Homo
P42167;Homo
Q99572;Homo
Q99571;Homo
Q8IYS5;Homo
Q99576;Homo
Q9Y4G6;Homo
Q9UNW1;Homo
A1L4K1;Homo
Q9BQA5;Homo
Q99578;Homo
Q7L1I2;Homo
P22061;Homo
Q6PL45;Homo
Q96S95;Homo
Q7RTY8;Homo
Q8N3K9;Homo
A6NJ08;Homo
P86480;Homo
P86481;Homo
Q96HG1;Homo
Q9Y291;Homo
Q5W0V3;Homo
Q9BQ70;Homo
Q8N743;Homo
Q9Y5G3;Homo
P11597;Homo
Q9Y5G1;Homo
Q8IUW5;Homo
Q9Y5G7;Homo
Q9Y5G6;Homo
Q9Y5G5;Homo
Q9Y5G4;Homo
Q9HBE1;Homo
Q0VG06;Homo
P81877;Homo
P16662;Homo
Q9HDB8;Homo
Q9HDB9;Homo
P19367;Homo
Q9NX52;Homo
Q9NX55;Homo
Q96QK8;Homo
Q9NX57;Homo
A8MTB9;Homo
Q9NX58;Homo
Q8IV38;Homo
Q495Y7;Homo
Q6UXN8;Homo
P0CJ85;Homo
Q6W349;Homo
P0CJ87;Homo
P0CJ86;Homo
Q8IZ20;Homo
Q16322;Homo
P07316;Homo
P07315;Homo
P0CJ89;Homo
P0CJ88;Homo
Q6NW40;Homo
Q2M1K9;Homo
P01569;Homo
Q6UWJ1;Homo
Q05DH4;Homo
Q0VDD7;Homo
Q6UWJ8;Homo
Q5VTH9;Homo
Q9NVR2;Homo
Q6ZS46;Homo
Q14872;Homo
Q96S90;Homo
Q8NI17;Homo
Q6P7N7;Homo
P10620;Homo
Q9BRA2;Homo
Q86WH2;Homo
Q9BRA0;Homo
Q29718;Homo
Q9UKP4;Homo
P51878;Homo
P22455;Homo
P01563;Homo
P22459;Homo
Q9Y5F2;Homo
Q9NZG7;Homo
Q9BQ04;Homo
Q5T6V5;Homo
Q9NSQ0;Homo
O14709;Homo
Q9H9S0;Homo
W5XKT8;Homo
Q15797;Homo
A6NND4;Homo
P15291;Homo
Q96A29;Homo
Q8NGG3;Homo
Q96DX4;Homo
Q96DX5;Homo
Q9UJX5;Homo
Q9H9S4;Homo
A4D1Z8;Homo
P50336;Homo
Q9UJX0;Homo
Q9UJX3;Homo
Q96L34;Homo
Q8NCL4;Homo
Q5T4T6;Homo
Q5BJH7;Homo
Q9NR71;Homo
Q5T4T1;Homo
Q5BJH2;Homo
P45954;Homo
P56470;Homo
B1AKI9;Homo
Q9HBT6;Homo
Q9HBT7;Homo
Q075Z2;Homo
P13942;Homo
Q1A5X6;Homo
Q1A5X7;Homo
Q9NUK0;Homo
A0A0B4J2H0;Homo
P84085;Homo
Q96N96;Homo
Q9P2T0;Homo
Q15475;Homo
Q96TC7;Homo
Q5VIR6;Homo
Q9BZ11;Homo
Q96KQ4;Homo
Q6P9H5;Homo
Q03167;Homo
Q15942;Homo
Q6ZRP0;Homo
P13994;Homo
P13995;Homo
Q6ZRP5;Homo
Q9ULB1;Homo
A4D263;Homo
P34903;Homo
Q9ULB5;Homo
Q9ULB4;Homo
Q03169;Homo
P49790;Homo
Q9Y2R2;Homo
A6PVL3;Homo
Q9Y2R0;Homo
P84550;Homo
Q9UNK4;Homo
Q9Y2R5;Homo
P50213;Homo
Q9NTQ9;Homo
Q9UKK9;Homo
Q9Y2R9;Homo
P29762;Homo
Q5T7P6;Homo
P30989;Homo
P30049;Homo
P30048;Homo
Q9BZ72;Homo
Q9H8W4;Homo
A6NDR6;Homo
P56545;Homo
P30041;Homo
P30040;Homo
P30043;Homo
P30042;Homo
Q9GZX5;Homo
P30047;Homo
P30046;Homo
Q96NR7;Homo
Q96EF6;Homo
Q96NR2;Homo
Q96NR3;Homo
P55789;Homo
Q92674;Homo
P25106;Homo
P55786;Homo
Q9BZ76;Homo
Q96EF9;Homo
F8WFD2;Homo
P25100;Homo
P25101;Homo
Q8NC44;Homo
Q14094;Homo
P08922;Homo
Q14093;Homo
P13667;Homo
P13196;Homo
Q92670;Homo
P51116;Homo
A6NFD8;Homo
Q9NU39;Homo
Q96PY5;Homo
P32314;Homo
O75881;Homo
Q9UJC5;Homo
Q15007;Homo
Q15006;Homo
O00566;Homo
Q8N427;Homo
Q15003;Homo
Q9HCK0;Homo
O00562;Homo
P51582;Homo
Q69YI7;Homo
Q7Z3D6;Homo
Q8TB45;Homo
Q9BZJ7;Homo
Q15008;Homo
Q8N2H9;Homo
Q86VD7;Homo
Q7Z3S9;Homo
Q8N2H3;Homo
Q96S42;Homo
A5D8W1;Homo
Q8N2H4;Homo
Q8NH53;Homo
Q8WWZ8;Homo
A0PK05;Homo
Q8NHM4;Homo
Q8NHM5;Homo
A0PK00;Homo
Q587I9;Homo
Q8WWZ1;Homo
O15156;Homo
Q9BTW9;Homo
B2RU33;Homo
P51178;Homo
Q9H7F0;Homo
Q8WWZ7;Homo
Q8TE04;Homo
Q8TCA0;Homo
Q8TE02;Homo
P31314;Homo
Q96R08;Homo
Q96R09;Homo
Q8N344;Homo
Q96R05;Homo
Q96R06;Homo
P62753;Homo
Q8WVB6;Homo
Q9Y2T7;Homo
Q3B820;Homo
Q8WVB3;Homo
Q8NBF6;Homo
Q9Y324;Homo
P78424;Homo
Q08117;Homo
Q08116;Homo
Q9Y320;Homo
P35443;Homo
Q92932;Homo
Q9H867;Homo
Q92930;Homo
P21754;Homo
Q9Y458;Homo
Q9H2T7;Homo
Q92934;Homo
Q5T7V8;Homo
Q8WXI3;Homo
Q99909;Homo
O60810;Homo
Q6ZQT0;Homo
Q9Y2T2;Homo
A6XGL0;Homo
P15907;Homo
Q8NDX2;Homo
Q96AJ1;Homo
Q9BZJ3;Homo
Q04118;Homo
Q3ZCQ8;Homo
P15559;Homo
Q96AJ9;Homo
A0A1B0GTK5;Homo
Q14202;Homo
Q14203;Homo
Q14201;Homo
Q14206;Homo
Q14207;Homo
Q14204;Homo
Q8TC90;Homo
Q6UWU4;Homo
Q5VTU8;Homo
Q14209;Homo
P31939;Homo
Q6UWU2;Homo
Q7L5A3;Homo
P00338;Homo
P55000;Homo
Q8NGH6;Homo
Q9Y4H4;Homo
Q9Y4H2;Homo
Q8IYN6;Homo
Q92583;Homo
P68036;Homo
Q8NGH8;Homo
Q9UN36;Homo
Q96DT0;Homo
P68032;Homo
Q15915;Homo
O15243;Homo
Q15916;Homo
Q15911;Homo
O43164;Homo
O43167;Homo
O43166;Homo
O43169;Homo
P19174;Homo
Q6NUS8;Homo
Q96LP2;Homo
Q86W10;Homo
Q96LP6;Homo
O94880;Homo
Q29RF7;Homo
P30153;Homo
Q86X83;Homo
Q8N6T3;Homo
Q5XUX1;Homo
Q5XUX0;Homo
Q8N6T7;Homo
Q16533;Homo
P35414;Homo
Q6ZQQ2;Homo
Q9H3Z4;Homo
Q9H3Z7;Homo
Q9H4X1;Homo
Q86Z02;Homo
Q9Y5X9;Homo
Q14515;Homo
Q9BSB4;Homo
O94991;Homo
O94992;Homo
O94993;Homo
Q86YN6;Homo
E9PQ53;Homo
P41440;Homo
O14958;Homo
O14957;Homo
O14950;Homo
Q8N7P1;Homo
Q8N7P3;Homo
Q9GZV9;Homo
Q9GZV8;Homo
Q9UBQ7;Homo
Q9GZV1;Homo
Q9GZV3;Homo
Q9GZV5;Homo
Q6FI81;Homo
Q9GZV7;Homo
O43889;Homo
Q9H9C1;Homo
A1IGU5;Homo
Q8WWW0;Homo
Q8IZT6;Homo
Q6NXS1;Homo
Q8IZT8;Homo
Q8IZT9;Homo
P36269;Homo
P36268;Homo
O60269;Homo
O60268;Homo
P27361;Homo
A2RUU4;Homo
O60260;Homo
O43791;Homo
Q8IWT6;Homo
Q8IWT1;Homo
Q8IWT0;Homo
E7EW31;Homo
Q8WVF5;Homo
Q96MN5;Homo
Q8N335;Homo
Q6ZTB9;Homo
P61353;Homo
P26010;Homo
P26012;Homo
Q96PR1;Homo
Q6PIV2;Homo
P29475;Homo
Q00444;Homo
P0CK96;Homo
P0C1H6;Homo
Q15649;Homo
Q15648;Homo
B3GLJ2;Homo
Q9Y617;Homo
Q15645;Homo
Q15646;Homo
Q53G44;Homo
Q15643;Homo
Q96E93;Homo
Q8WYP5;Homo
Q5SRI9;Homo
P98182;Homo
Q9BUX1;Homo
Q13428;Homo
Q13427;Homo
Q7Z2Z1;Homo
Q7Z2Z2;Homo
Q13424;Homo
Q13423;Homo
O95484;Homo
O95487;Homo
O95486;Homo
Q53HC0;Homo
Q6Q6R5;Homo
Q147U7;Homo
Q5JSP0;Homo
P63261;Homo
Q53HC9;Homo
C9J442;Homo
Q08752;Homo
Q9BUR4;Homo
P63267;Homo
Q9H320;Homo
Q96M94;Homo
Q96M95;Homo
Q96M96;Homo
Q8NI51;Homo
Q8WYP3;Homo
Q2M3X9;Homo
Q08174;Homo
Q63HK3;Homo
Q9NYC9;Homo
Q96M98;Homo
Q63HK5;Homo
Q13522;Homo
Q13523;Homo
Q13520;Homo
Q13526;Homo
Q6P531;Homo
P01880;Homo
P48730;Homo
Q9BWN1;Homo
Q5T8D3;Homo
Q9BZJ8;Homo
P48735;Homo
P48736;Homo
Q9BYC8;Homo
Q8NGP6;Homo
Q6ZP80;Homo
Q8NHP1;Homo
Q6ZP82;Homo
Q8NHP7;Homo
Q8NHP6;Homo
O75264;Homo
Q9NT68;Homo
H0YL09;Homo
O43795;Homo
Q9NWX5;Homo
Q9H777;Homo
Q9NT62;Homo
O14548;Homo
Q8NBN3;Homo
Q5VU57;Homo
Q7L590;Homo
Q7L591;Homo
Q9UQC9;Homo
Q6UXQ8;Homo
Q92734;Homo
P52888;Homo
Q6UXQ4;Homo
Q7L2E3;Homo
Q9UQC2;Homo
Q9H773;Homo
Q6ZS30;Homo
Q6T4P5;Homo
P48651;Homo
P62249;Homo
P55085;Homo
Q92737;Homo
Q96BK5;Homo
Q6ZN28;Homo
Q9NV44;Homo
P19827;Homo
Q14999;Homo
Q9BYW2;Homo
Q5T089;Homo
Q9BYW1;Homo
Q14993;Homo
Q14990;Homo
P51787;Homo
Q14997;Homo
Q14994;Homo
P51784;Homo
P62136;Homo
P12107;Homo
A2A3K4;Homo
Q5JTC6;Homo
Q9UIA9;Homo
O15381;Homo
Q96FG2;Homo
P12109;Homo
P12236;Homo
Q6ZTQ4;Homo
Q5VYX0;Homo
Q9H0P7;Homo
Q5U5X8;Homo
Q9UQ88;Homo
P48047;Homo
Q96F46;Homo
Q9UQ84;Homo
P00995;Homo
Q12974;Homo
Q9UQ80;Homo
Q96RK4;Homo
Q6IQ16;Homo
P12235;Homo
Q9UF02;Homo
Q5T2D3;Homo
P21108;Homo
Q86U90;Homo
Q49AA0;Homo
Q9NXJ0;Homo
Q9NQR4;Homo
Q12923;Homo
P29372;Homo
P29375;Homo
P29374;Homo
P29377;Homo
P29376;Homo
Q12929;Homo
Q9Y662;Homo
Q86XI6;Homo
Q06124;Homo
Q29963;Homo
Q9Y666;Homo
Q86XI2;Homo
Q9BV36;Homo
Q6IF99;Homo
Q5SZI1;Homo
Q9UBE0;Homo
Q14146;Homo
P42765;Homo
Q5U5X0;Homo
Q9C000;Homo
O43143;Homo
Q9P227;Homo
Q9C005;Homo
Q9C004;Homo
Q14140;Homo
Q969S6;Homo
O00506;Homo
P03905;Homo
Q969S2;Homo
Q969S3;Homo
Q969S0;Homo
P03901;Homo
Q9BQ95;Homo
Q969S8;Homo
Q969S9;Homo
Q6RUI8;Homo
Q8IUG1;Homo
P56645;Homo
Q96A32;Homo
Q86WU2;Homo
Q96M91;Homo
Q96MU5;Homo
Q8TAD8;Homo
Q4G0N4;Homo
O60469;Homo
Q3SXR2;Homo
Q8TAD4;Homo
Q8TAD7;Homo
O60462;Homo
Q8TAD2;Homo
P0C7H8;Homo
Q96IR7;Homo
Q969G3;Homo
Q96IR3;Homo
Q96IR2;Homo
Q5QJE6;Homo
P17036;Homo
P0C843;Homo
Q9H1K1;Homo
P0C841;Homo
Q9H1K4;Homo
Q5VV52;Homo
Q9H1K6;Homo
Q9HD26;Homo
P09086;Homo
O95185;Homo
Q9NRP4;Homo
P29597;Homo
Q9NRP7;Homo
Q9NRP0;Homo
P29590;Homo
Q9NRP2;Homo
Q8NFY9;Homo
Q5VZ89;Homo
Q5T1Q4;Homo
Q309B1;Homo
Q9BRG2;Homo
Q3LI64;Homo
Q3LI67;Homo
Q3LI66;Homo
Q3LI61;Homo
Q09472;Homo
Q3LI63;Homo
Q09470;Homo
A6NP61;Homo
Q3LI68;Homo
Q07837;Homo
P28358;Homo
Q9P2I0;Homo
Q01664;Homo
P02750;Homo
Q01668;Homo
A8MUM7;Homo
A5YM72;Homo
Q8TAM6;Homo
Q8WW59;Homo
O75251;Homo
A9UHW6;Homo
Q7Z5M8;Homo
P43652;Homo
Q8WW52;Homo
Q7Z5M5;Homo
Q86VQ3;Homo
Q86VQ0;Homo
Q86VQ1;Homo
P08709;Homo
O14625;Homo
P08684;Homo
P08686;Homo
A6PVS8;Homo
Q8TDL5;Homo
P08134;Homo
Q8IUS5;Homo
Q53FV1;Homo
P08133;Homo
Q9Y4A5;Homo
Q9H4B6;Homo
Q8N755;Homo
Q8N2R0;Homo
Q8N752;Homo
Q9H4B7;Homo
P29692;Homo
Q8N4K4;Homo
O95905;Homo
Q9UKR0;Homo
P59537;Homo
Q96QU8;Homo
Q9UKR5;Homo
Q96SD1;Homo
Q8N0Y5;Homo
Q9UKR8;Homo
Q9BZD3;Homo
Q96QU1;Homo
Q8N0Y2;Homo
Q8N0Y3;Homo
P54252;Homo
Q9BXB4;Homo
Q6T310;Homo
A1L1A6;Homo
P07355;Homo
Q8IYD2;Homo
Q9H295;Homo
P11908;Homo
Q53GL7;Homo
P54259;Homo
Q14435;Homo
Q13003;Homo
Q9H293;Homo
Q9BXW4;Homo
P05556;Homo
P08034;Homo
P14678;Homo
P14679;Homo
Q6IPW1;Homo
Q8NEW0;Homo
Q8NEW7;Homo
Q8TB68;Homo
P14672;Homo
Q9BXB1;Homo
Q8N131;Homo
Q8N130;Homo
Q01082;Homo
Q9HCC8;Homo
Q8N135;Homo
Q969G5;Homo
Q75N03;Homo
O95452;Homo
Q8N139;Homo
Q8N138;Homo
Q6PI26;Homo
Q14526;Homo
Q8N9V6;Homo
Q8WXT5;Homo
Q765P7;Homo
P0CG39;Homo
O95450;Homo
P0CG35;Homo
P0CG34;Homo
P0CG37;Homo
P0CG36;Homo
P26572;Homo
P0CG30;Homo
P0CG33;Homo
P0CG32;Homo
O15492;Homo
Q9H511;Homo
Q86X10;Homo
P62316;Homo
P59998;Homo
Q6NZ63;Homo
O15498;Homo
O15499;Homo
Q86X19;Homo
P59990;Homo
P59991;Homo
Q9NYM4;Homo
O75581;Homo
P0DM35;Homo
Q99598;Homo
Q02218;Homo
Q8NDX6;Homo
Q8IV35;Homo
Q99594;Homo
Q8IV36;Homo
Q8IV31;Homo
Q99590;Homo
Q8IV33;Homo
O00461;Homo
P10072;Homo
Q8N8F6;Homo
O95169;Homo
Q9NY97;Homo
P0DI82;Homo
Q8N3I7;Homo
Q53TQ3;Homo
P22001;Homo
P10070;Homo
Q96RM1;Homo
Q8IUF8;Homo
P42857;Homo
P26718;Homo
P0DI80;Homo
O00399;Homo
Q5VZT2;Homo
P82673;Homo
Q96HI0;Homo
P82675;Homo
P26715;Homo
Q00604;Homo
P21926;Homo
P21291;Homo
A7E2V4;Homo
Q9Y385;Homo
P17658;Homo
Q9Y5I4;Homo
Q9Y5I7;Homo
Q9Y5I1;Homo
Q9Y5I0;Homo
Q9Y5I3;Homo
Q9Y5I2;Homo
O43447;Homo
Q9NX78;Homo
Q6DHY5;Homo
Q13351;Homo
Q9NX70;Homo
Q9NX77;Homo
Q9NX76;Homo
O43448;Homo
Q9NX74;Homo
Q5TC82;Homo
Q14451;Homo
Q16342;Homo
P61225;Homo
P62308;Homo
Q92979;Homo
P15104;Homo
P62306;Homo
Q9UEW8;Homo
Q6ZSR6;Homo
Q8WUN7;Homo
Q5VTJ3;Homo
P15309;Homo
Q30201;Homo
Q6UX71;Homo
Q6UWH6;Homo
P10997;Homo
Q16478;Homo
Q9BSL1;Homo
Q08AE8;Homo
Q8NAX2;Homo
Q9BZ81;Homo
Q8NI38;Homo
Q13017;Homo
Q5TBE3;Homo
Q9BRG1;Homo
Q8NI32;Homo
Q6ZSR3;Homo
Q8NI37;Homo
Q8NI36;Homo
Q8NI35;Homo
Q9NZE8;Homo
O14727;Homo
Q5SRH9;Homo
Q9Y365;Homo
Q03591;Homo
Q9Y5E8;Homo
Q9H8Y1;Homo
Q9NRY2;Homo
Q96A05;Homo
P35908;Homo
Q96IM9;Homo
Q9UJZ1;Homo
Q96A00;Homo
Q9UQ03;Homo
A6NNB3;Homo
Q9H999;Homo
Q6BCY4;Homo
P58166;Homo
Q96A08;Homo
I3L0S3;Homo
P47736;Homo
Q8IXK2;Homo
Q8IXK0;Homo
Q96DZ5;Homo
Q96DZ7;Homo
Q5JPB2;Homo
Q56VL3;Homo
P55265;Homo
P21439;Homo
P30203;Homo
Q9NUI1;Homo
Q5BJF6;Homo
Q9NR56;Homo
Q9NR55;Homo
Q5T5M9;Homo
Q5BJF2;Homo
Q9NR50;Homo
P55268;Homo
A6NKH3;Homo
P21757;Homo
Q00535;Homo
Q8N7M2;Homo
Q9NZC4;Homo
Q96KS9;Homo
Q14257;Homo
P27695;Homo
P49715;Homo
Q9UL18;Homo
P49716;Homo
B7ZAP0;Homo
Q13332;Homo
Q8TDJ6;Homo
Q9H6J7;Homo
Q6P499;Homo
Q6MZW2;Homo
Q8TDC0;Homo
P49759;Homo
Q8TDC3;Homo
Q5JYT7;Homo
Q9BX84;Homo
O60896;Homo
Q2T9J0;Homo
O60894;Homo
O60895;Homo
O60890;Homo
Q96M60;Homo
Q8N8Q8;Homo
Q8N8Q9;Homo
A0A1B0GUU1;Homo
Q8N8Q1;Homo
Q8N8Q3;Homo
Q8NF99;Homo
A6NET4;Homo
P13646;Homo
Q04828;Homo
P13640;Homo
Q96ED9;Homo
Q9NRI7;Homo
Q04826;Homo
Q9H2R5;Homo
Q9NUN7;Homo
P46019;Homo
Q9HBV2;Homo
P08908;Homo
Q9GZV4;Homo
Q99592;Homo
A6NP11;Homo
P58107;Homo
Q9NPG2;Homo
Q96D03;Homo
Q07157;Homo
Q15061;Homo
Q9NNX1;Homo
P55851;Homo
P41208;Homo
Q75QN2;Homo
Q96S66;Homo
Q9NNX6;Homo
P55854;Homo
P17612;Homo
O00584;Homo
P20073;Homo
Q86UR1;Homo
P42773;Homo
Q9UM19;Homo
O95428;Homo
Q8WWX0;Homo
O95229;Homo
Q9H7D0;Homo
Q9UM11;Homo
Q8N5Q1;Homo
Q05BQ5;Homo
Q8WWX8;Homo
O95221;Homo
Q9BRV8;Homo
O95222;Homo
Q8NH76;Homo
C9JUS6;Homo
Q9UHE5;Homo
O15131;Homo
P38117;Homo
Q9BTY7;Homo
P36941;Homo
Q9BTY2;Homo
Q5SWA1;Homo
Q13304;Homo
P01701;Homo
A7KAX9;Homo
Q9UBH0;Homo
Q9BXJ5;Homo
Q7L014;Homo
Q5U651;Homo
Q9Y6K1;Homo
Q99798;Homo
P06454;Homo
Q9UMX2;Homo
P16234;Homo
Q92914;Homo
Q92915;Homo
O75973;Homo
Q6ZV29;Homo
P51993;Homo
P51991;Homo
P28356;Homo
Q92918;Homo
Q5T2L2;Homo
Q9Y303;Homo
P29120;Homo
Q9Y305;Homo
Q5T5X7;Homo
Q9H840;Homo
P21730;Homo
Q8IY92;Homo
Q9BVC5;Homo
Q08462;Homo
Q9BVC6;Homo
Q8N4P6;Homo
P48742;Homo
Q8N4P3;Homo
Q8N4P2;Homo
P32780;Homo
Q5T871;Homo
Q86VX2;Homo
Q12884;Homo
Q5T870;Homo
P04114;Homo
Q9UKX5;Homo
A8MXJ8;Homo
Q9UGK8;Homo
Q96AH8;Homo
P15927;Homo
P15924;Homo
P04118;Homo
Q9UGK3;Homo
Q96AH0;Homo
P00352;Homo
Q6KB66;Homo
Q9Y5K6;Homo
Q5T1M5;Homo
Q9H598;Homo
P35789;Homo
Q9Y5K5;Homo
P56589;Homo
Q99217;Homo
Q8TCC3;Homo
Q8IYL9;Homo
Q8IXM2;Homo
Q9BXJ8;Homo
Q9BXJ9;Homo
Q86XT9;Homo
Q8NGF9;Homo
Q9BXJ4;Homo
Q8NGF7;Homo
Q8NGF4;Homo
Q9BXJ7;Homo
Q9BXJ0;Homo
Q9BXJ1;Homo
Q9BXJ2;Homo
Q8NGF1;Homo
O43149;Homo
O43148;Homo
O43639;Homo
Q9Y5K1;Homo
Q8N6V4;Homo
Q15937;Homo
Q8N6V9;Homo
Q6NUQ4;Homo
O43147;Homo
A6NMK7;Homo
Q6NUQ1;Homo
Q92667;Homo
Q92664;Homo
Q92665;Homo
A0A0C4DH25;Homo
A0A0C4DH24;Homo
Q96LR4;Homo
Q96LR5;Homo
Q96LR7;Homo
O43924;Homo
Q96LR2;Homo
P53597;Homo
P23276;Homo
Q6ZQW0;Homo
Q86YH6;Homo
P62633;Homo
Q9NYY1;Homo
Q4G0Z9;Homo
Q05086;Homo
Q9NXZ2;Homo
Q05084;Homo
P59796;Homo
P20062;Homo
Q8TC84;Homo
Q99705;Homo
Q8TAY7;Homo
Q86Z20;Homo
Q99928;Homo
Q99929;Homo
P42262;Homo
P42263;Homo
Q9GZT3;Homo
A6NLC8;Homo
Q9GZT6;Homo
Q9GZT5;Homo
P0CE67;Homo
A6NKU9;Homo
A6NLC5;Homo
Q9GZT9;Homo
Q9GZT8;Homo
Q9H336;Homo
O94777;Homo
Q96FM1;Homo
Q8WYQ5;Homo
Q8WYQ3;Homo
Q9H330;Homo
Q709F0;Homo
O60243;Homo
Q96C57;Homo
Q56UN5;Homo
A6NL05;Homo
Q8WYQ9;Homo
Q8IWV7;Homo
O60242;Homo
O60241;Homo
O60240;Homo
Q8IWV2;Homo
Q5YKI7;Homo
O60244;Homo
O75061;Homo
P81408;Homo
O75063;Homo
O60248;Homo
Q5T5N4;Homo
O75064;Homo
Q13191;Homo
Q8IZR5;Homo
Q9HCY8;Homo
P19113;Homo
Q96RG2;Homo
Q9BYG5;Homo
Q9NR30;Homo
Q9NUG4;Homo
Q96GX5;Homo
Q9UHQ9;Homo
Q15661;Homo
P26038;Homo
P51160;Homo
Q9UHQ1;Homo
Q9BZQ8;Homo
Q86U70;Homo
Q9UHQ4;Homo
Q9NSC5;Homo
Q5QGS0;Homo
Q9UHQ7;Homo
Q17RH7;Homo
Q8N6C5;Homo
O43920;Homo
Q9ULC5;Homo
Q68D86;Homo
Q13422;Homo
Q8TE76;Homo
Q9Y2Q0;Homo
Q6ZUS6;Homo
Q99436;Homo
Q7Z699;Homo
P63241;Homo
Q99435;Homo
Q5TGL8;Homo
Q13443;Homo
O15389;Homo
Q13445;Homo
Q13444;Homo
Q99439;Homo
Q9NXW2;Homo
Q8NH80;Homo
Q9BQ90;Homo
Q03164;Homo
O00592;Homo
Q1ED39;Homo
Q96GA7;Homo
Q96M78;Homo
Q15596;Homo
Q15599;Homo
P17181;Homo
Q9UBF6;Homo
Q7L311;Homo
Q13508;Homo
Q13509;Homo
Q4G176;Homo
Q13505;Homo
Q13506;Homo
Q13507;Homo
Q13501;Homo
Q9HCQ5;Homo
P28336;Homo
H3BRN8;Homo
P48556;Homo
Q494V2;Homo
Q9HCQ7;Homo
Q8N6C8;Homo
Q32M92;Homo
P12694;Homo
Q96PT3;Homo
A6ND36;Homo
Q9NWZ8;Homo
P0C7A2;Homo
Q9UFV1;Homo
Q96PT4;Homo
Q8N1X5;Homo
Q9NWZ3;Homo
Q9NWZ5;Homo
Q96BI3;Homo
Q6XZF7;Homo
Q96BI1;Homo
Q7Z3B1;Homo
Q7Z3B0;Homo
Q7Z3B3;Homo
P06401;Homo
Q7L576;Homo
O95674;Homo
Q9UQE7;Homo
Q8NH94;Homo
Q8NH95;Homo
Q1XH10;Homo
Q8NH90;Homo
P0C604;Homo
Q8NH92;Homo
Q8NH93;Homo
Q6ZN06;Homo
B2RBV5;Homo
Q6ZN04;Homo
Q6ZN03;Homo
Q9H6R0;Homo
Q6ZN01;Homo
Q9BYU1;Homo
Q7Z494;Homo
O75023;Homo
Q9BYU5;Homo
Q9Y263;Homo
Q9BVR0;Homo
Q9HBE4;Homo
Q16626;Homo
